Id,Season,SiteId,Site,Nestbox,CH1903X,CH1903Y,CH1903Altitude,WGS84Latitude,WGS84Longitude,WGS84Altitude,LayingDate,LayingDateErrorMargin,PredictedLayingDate,PredictedLayingDateErrorMargin,MaleRing,FemaleRing,FailureReason,FailureDate,SizeOriginally,SizeAfterCrossFostering,IncompleteEggCount,HatchSizeBiolObserved,HatchSizeBiolSupposed,HatchSizeRaisedObserved,HatchSizeRaisedSupposed,UnhatchedEggs,InfertileEggs,DeadEmbryos,AbandonedEggs,BrokenEggs,Fledglings,AnnClutchBySite,AnnClutchByMale,AnnClutchByFemale,CrossFostered,CrossFosteredPartial,ClutchIdRaised1,ClutchIdRaised2,ClutchIdRaised3,EggsTakenForCrossFostering,CrossFosteringType,SuccessfulClutchNumberByNestbox,SuccessfulClutchNumberBySite,SuccessfulClutchNumberByMaleRing,SuccessfulClutchNumberByFemaleRing,AttemptedClutchNumberByNestbox,AttemptedClutchNumberBySite,AttemptedClutchNumberByMaleRing,AttemptedClutchNumberByFemaleRing,BornEggs,BornAliveEggs,BornDeadEggs,BornDeadEggsUnspecified,BornDeadEggsInfertile,BornDeadEggsEmbryo,BornDeadEggsAbandoned,BornDeadEggsBroken,BornUnobservedEggs,RaisedEggs,RaisedAliveEggs,RaisedDeadEggs,RaisedDeadEggsUnspecified,RaisedDeadEggsInfertile,RaisedDeadEggsEmbryo,RaisedDeadEggsAbandoned,RaisedDeadEggsBroken,RaisedUnobservedEggs,BornBirds,BornNestlingsEstimated,BornNestlingsObserved,BornFledglingsEstimated,BornFledglingsObserved,BornAdultsEstimated,BornAdultsObserved,HatchBirds,HatchNestlingsEstimated,HatchNestlingsObserved,HatchFledglingsEstimated,HatchFledglingsObserved,HatchAdultsEstimated,HatchAdultsObserved,RaisedBirds,RaisedNestlingsEstimated,RaisedNestlingsObserved,RaisedFledglingsEstimated,RaisedFledglingsObserved,RaisedAdultsEstimated,RaisedAdultsObserved
638,2002,13,Bussy,13A,,,,,,,20/05/2002,,,,877393,889560,,,6,6,,,,,,1,1,0,,,4,1,1,1,1,1,638,687,,,,1,1,1,1,1,1,1,1,6,5,1,0,1,0,0,0,5,6,5,1,0,1,0,0,0,5,4,4,4,2,1,2,1,4,4,4,2,1,2,1,5,5,5,4,1,4,1
639,2002,14,Chables vieux,14C,,,,,,,20/03/2002,,,,871344,877722,,,5,5,,,,,,0,0,0,,,4,1,1,1,1,1,639,679,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,3,4,1
640,2002,17,Chatillon Nouveau,17,,,,,,,23/04/2002,,,,889352,867117,,,5,5,,,,,,0,0,0,,,4,1,1,1,1,1,633,640,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,5,5,5,5,1,5,0,5,5,5,5,1,5,0,4,4,4,4,1,4,0
641,2002,18,Cheiry Pénétrol,18,,,,,,,14/04/2002,,,,877753,888115,,,7,7,,,,,,0,0,0,,,6,1,1,1,1,1,641,693,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,6,6,6,6,6,0,6,0,6,6,6,6,0,6,0,6,6,6,6,2,6,0
642,2002,20,Chesard,20A,,,,,,,03/04/2002,,,,877175,889310,,,8,8,,,,,,0,0,0,,,4,3,4,3,1,1,642,656,,,,1,2,2,2,1,2,2,2,8,8,0,0,0,0,0,0,7,8,8,0,0,0,0,0,0,7,6,6,6,4,1,4,1,6,6,6,4,1,4,1,6,6,6,4,0,4,0
643,2002,21,Chevroux,21B,,,,,,,20/03/2002,,,,877890,877813,,,4,4,,,,,,0,0,0,,,4,1,1,1,1,1,643,676,,,,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,3,4,1
644,2002,22,Cheyres,22,,,,,,,07/04/2002,,,,877988,889183,,,5,5,,,,,,2,2,0,,,2,1,1,1,1,1,644,683,,,,1,1,1,1,1,1,1,1,5,3,2,0,2,0,0,0,4,5,3,2,0,2,0,0,0,4,2,2,2,2,0,2,0,2,2,2,2,0,2,0,2,2,2,2,0,2,0
645,2002,23,Constantine,23,,,,,,,19/04/2002,,,,889767,889388,,,5,5,,,,,,0,0,0,,,4,1,1,1,1,1,645,700,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,4,4,4,2,0,2,0,4,4,4,2,0,2,0,4,4,4,4,1,4,0
646,2002,25,Corcelles CimJura,25,,,,,,,01/01/2002,,,,,,,,6,6,,,,,,,,,,,0,1,,,0,,,,,,,1,1,,,1,1,,,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,2002,25,Corcelles CimJura,25,,,,,,,13/05/2002,,,,889135,889555,,,6,6,,,,,,1,1,,,,1,2,4,1,0,,647,,,,,2,2,1,1,2,2,1,1,6,5,1,0,1,0,0,0,5,6,5,1,0,1,0,0,0,5,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0
648,2002,24,Corcelles CimAlpes,24,,,,,,,01/06/2002,,,,889135,890813,,,3,3,,,,,,,,,,,3,1,4,1,1,1,648,649,,,,1,1,2,1,1,1,2,1,3,3,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,2,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
649,2002,27,Corcelles Favre,27A,,,,,,,29/05/2002,,,,889272,889624,,,7,7,,,,,,0,0,0,,,4,1,1,1,1,1,648,649,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,6,5,5,5,4,0,4,0,5,5,5,4,0,4,0,5,5,5,4,0,4,0
650,2002,28,Corcelles GDLV,28A,,,,,,,20/04/2002,,,,877175,889540,,,7,7,,,,,,0,0,0,,,4,1,4,1,1,1,650,667,,,,1,1,3,1,1,1,3,1,7,7,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,6,4,4,4,4,2,4,2,4,4,4,4,2,4,2,4,4,4,4,1,4,1
651,2002,31,Corges,31B,,,,,,,27/05/2002,,,,889552,889551,,,5,5,,,,,,0,0,0,,,4,1,1,1,1,1,651,655,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,5,5,5,4,0,4,0,5,5,5,4,0,4,0,5,5,5,4,0,4,0
652,2002,34,Cugy S,34A,,,,,,,09/04/2002,,,,877188,889449,,,5,5,,,,,,1,1,0,,,4,1,1,1,1,1,652,697,,,,1,1,1,1,1,1,1,1,5,4,1,0,1,0,0,0,4,5,4,1,0,1,0,0,0,4,4,4,4,4,1,4,0,4,4,4,4,1,4,0,4,4,4,4,1,4,0
653,2002,35,Cugy Tab,35B,,,,,,,03/05/2002,,,,889546,889545,,,5,5,,,,,,0,0,0,,,4,1,1,1,1,1,629,653,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
654,2002,37,Curtilles Prevondens,37A,,,,,,,29/04/2002,,,,,890841,,,4,4,,,,,,0,,,,,0,1,,1,0,,,,,,,1,1,,1,1,1,,1,4,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,2002,38,Curtilles RteBrenles,38B,,,,,,,25/05/2002,,,,889175,890841,,,7,7,,,,,,0,0,0,,,5,1,1,3,1,1,651,655,,,,1,1,1,2,1,1,1,2,7,7,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,6,6,6,6,5,0,5,0,6,6,6,5,0,5,0,6,6,6,5,0,5,0
656,2002,41,Domdidier Jordan,41C,,,,,,,29/03/2002,,,,889393,883063,,,5,5,,,,,,0,0,0,,,5,1,1,1,1,1,642,656,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,5,5,5,5,2,5,0,5,5,5,5,2,5,0,5,5,5,5,3,5,1
657,2002,43,Dompierre Monney Medart,43,,,,,,,03/04/2002,,,,889505,877738,,,8,8,,,,,,0,0,0,,,3,1,1,1,1,1,657,689,687,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,7,8,8,0,0,0,0,0,0,7,7,7,7,3,0,3,0,7,7,7,3,0,3,0,6,6,6,3,1,3,1
658,2002,45,Donatyre 59,45,,,,,,,01/05/2002,,,,889557,889556,,,5,5,,,,,,0,0,0,,,5,1,1,1,1,1,658,659,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,1,5,0
659,2002,46,Eissy,46C,,,,,,,01/05/2002,,,,887320,889607,,,2,2,,,,,,1,1,,,,1,1,1,1,1,0,658,659,,,,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,0,1,2,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0
660,2002,47,Etrabloz,47,,,,,,,21/03/2002,,,,861530,881115,,,11,11,,,,,,2,1,1,,,5,1,1,1,1,1,660,675,,,,1,1,1,1,1,1,1,1,11,9,2,0,1,1,0,0,11,11,9,2,0,1,1,0,0,11,7,7,7,5,1,5,0,7,7,7,5,1,5,0,7,7,7,5,1,5,0
661,2002,48,Fetigny,48,,,,,,,17/03/2002,,,,877916,889485,,,5,5,,,,,,0,0,0,,,4,1,1,1,1,1,661,685,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,4,4,4,3,2,3,0,4,4,4,3,2,3,0,4,4,4,4,2,4,0
662,2002,50,Forel Gotta,50,,,,,,,29/03/2002,,,,866268,892212,,,4,4,,,,,,0,0,0,,,4,1,1,1,1,1,630,662,,,,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,4,4,4,4,1,4,0,4,4,4,4,1,4,0,4,4,4,4,1,4,0
663,2002,52,Frasses,52B,,,,,,,26/03/2002,,,,871388,877919,,,9,10,,,,,,,,,,,0,1,1,1,0,,,,,,,3,3,1,3,3,3,1,3,9,9,0,0,0,0,0,0,8,9,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,2002,52,Frasses,52B,,,,,,,01/01/2002,,,,,877919,,,8,8,,,,,,8,8,0,,,0,2,,3,0,,,,,,,1,1,,1,1,1,,1,8,0,8,0,8,0,0,0,7,8,0,8,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,2002,52,Frasses,52B,,,,,,,01/01/2002,,,,,877919,,,6,6,,,,,,6,6,0,,,0,3,,3,0,,,,,,,2,2,,2,2,2,,2,6,0,6,0,6,0,0,0,5,6,0,6,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,2002,54,Friques,54A,,,,,,,01/05/2002,,,,889184,889275,,,8,8,,,,,,1,0,1,,,6,1,1,1,1,1,666,670,,,,1,1,1,1,1,1,1,1,8,7,1,0,0,1,0,0,7,8,7,1,0,0,1,0,0,7,6,6,6,5,0,5,0,6,6,6,5,0,5,0,6,6,6,6,0,6,0
667,2002,55,Gletterens,55B,,,,,,,22/04/2002,,,,889258,889528,,,6,6,,,,,,0,0,0,,,6,1,1,1,1,1,650,667,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,6,6,6,6,0,6,0,6,6,6,6,0,6,0,6,6,6,6,1,6,1
668,2002,57,Grandcour Marcuard,57,,,,,,,23/03/2002,,,,877866,877883,,,6,6,,,,,,0,0,0,,,0,1,1,1,1,1,668,692,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,3,1,3,0,6,6,6,3,1,3,0,6,6,6,0,0,0,0
669,2002,58,Granges Bochet,58B,,,,,,,12/04/2002,,,,877973,877933,,,7,7,,,,,,0,0,0,,,6,1,1,1,1,1,669,709,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,6,6,6,6,6,1,6,0,6,6,6,6,1,6,0,6,6,6,6,1,6,0
670,2002,62,Granges-Sous-Trey,62B,,,,,,,28/04/2002,,,,889549,889172,,,3,3,,,,,,,,,,,0,1,1,1,1,1,666,670,,,,2,2,1,1,2,2,1,1,3,3,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,2,2,2,2,1,0,1,0,2,2,2,1,0,1,0,2,2,2,0,0,0,0
671,2002,62,Granges-Sous-Trey,62B,,,,,,,01/01/2002,,,,,,,,5,5,,,,,,,,,,,0,2,,,0,,,,,,,1,1,,,1,1,,,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,2002,65,Henniez Replan,65A,,,,,,,11/06/2002,,,,889198,889691,,,,1,,,,,,,,,,,0,1,4,1,0,,,,,,,1,1,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,2002,66,Jeuss,66,,,,,,,01/04/2002,,,,871636,889177,,,4,4,,,,,,0,0,0,,,3,1,1,1,1,1,634,673,,,,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,3,3,3,3,1,3,0,3,3,3,3,1,3,0,3,3,3,3,2,3,0
674,2002,161,Léchelles La Léchère,161C,,,,,,,18/04/2002,,,,889321,889544,,,7,7,,,,,,0,0,0,,,5,1,1,1,1,1,674,698,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,6,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,0,5,0
675,2002,69,Lucens Pra-la-Mort,69B,,,,,,,27/03/2002,,,,868867,889192,,,4,4,,,,,,0,0,0,,,4,1,1,1,1,1,660,675,,,,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,4,4,4,4,1,4,1,4,4,4,4,1,4,1,4,4,4,4,1,4,1
676,2002,70,Lully,70,,,,,,,23/03/2002,,,,877861,877923,,,6,6,,,,,,0,0,0,,,6,1,1,1,1,1,643,676,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,6,3,6,2,6,6,6,6,3,6,2,6,6,6,6,4,6,1
677,2002,71,Mannens,71C,,,,,,,26/04/2002,,,,889778,889553,,,4,4,,,,,,0,0,0,,,4,1,1,1,1,1,677,708,,,,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,4,4,4,4,2,4,0,4,4,4,4,2,4,0,4,4,4,4,2,4,1
678,2002,72,Marnand,72A,,,,,,,06/05/2002,,,,889547,889548,,,5,5,,,,,,2,2,0,,,3,1,1,1,1,1,678,682,,,,1,1,1,1,1,1,1,1,5,3,2,0,2,0,0,0,4,5,3,2,0,2,0,0,0,4,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
679,2002,73,Mauguettaz,73,,,,,,,19/03/2002,,,,877798,877727,,,6,6,,,,,,0,0,0,,,6,1,1,1,1,1,639,679,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,6,6,6,6,3,6,1,6,6,6,6,3,6,1,6,6,6,6,4,6,0
680,2002,74,Ménières Vieux,74,,,,,,,17/04/2002,,,,889045,889526,,,5,5,,,,,,0,0,0,,,5,1,1,1,1,1,680,702,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,5,5,5,5,1,5,0,5,5,5,5,1,5,0,5,5,5,5,1,5,0
681,2002,75,Missy Teddy,75,,,,,,,01/04/2002,,,,889630,889273,,,6,6,,,,,,0,0,0,,,6,1,1,1,0,,681,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,6,1,6,1,6,6,6,6,1,6,1,6,6,6,6,1,6,1
682,2002,77,Montagny-la-Ville,77,,,,,,,07/05/2002,,,,889554,889197,,,6,6,,,,,,0,0,0,,,5,1,1,1,1,1,678,682,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,6,6,6,5,1,5,1,6,6,6,5,1,5,1,6,6,6,5,1,5,1
683,2002,78,Montagny-les-Monts,78A,,,,,,,07/04/2002,,,,870404,871649,,,4,4,,,,,,0,0,0,,,3,1,1,1,1,1,644,683,,,,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
684,2002,81,Morat,81,,,,,,,15/05/2002,,,,889855,889830,,,,6,,,,,,,,,,,0,1,1,1,0,,684,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,0,0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,0
685,2002,82,Morens_old,82C,,,,,,,12/03/2002,,,,889131,877921,,,6,6,,,,,,0,0,0,,,5,1,1,1,1,1,661,685,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,6,6,6,6,4,6,2,6,6,6,6,4,6,2,6,6,6,5,4,5,2
686,2002,85,Mur,85,,,,,,,19/04/2002,,,,889377,889558,,,6,6,,,,,,0,0,0,,,4,1,1,1,1,1,686,703,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,5,5,5,2,1,2,1,5,5,5,2,1,2,1,5,5,5,4,1,4,1
687,2002,87,MuristHaut Ding,87B,,,,,,,16/05/2002,,,,889398,889678,,,6,6,,,,,,0,0,0,,,4,1,1,1,1,1,638,687,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,6,7,7,7,6,1,6,1,7,7,7,6,1,6,1,7,7,7,4,1,4,1
688,2002,86,MuristBas Duruz,86,,,,,,,08/04/2002,,,,889432,889061,,,6,6,,,,,,3,2,1,,,2,1,1,1,1,1,688,704,,,,1,1,1,1,1,1,1,1,6,3,3,0,2,1,0,0,5,6,3,3,0,2,1,0,0,5,2,2,2,2,1,2,0,2,2,2,2,1,2,0,2,2,2,2,1,2,0
689,2002,89,Oleyres,89A,,,,,,,30/03/2002,,,,889200,889251,,,5,5,,,,,,1,1,0,,,3,1,1,1,1,1,657,689,,,,1,1,1,1,1,1,1,1,5,4,1,0,1,0,0,0,4,5,4,1,0,1,0,0,0,4,3,3,3,3,1,3,1,3,3,3,3,1,3,1,3,3,3,3,0,3,0
690,2002,89,Oleyres,89B,,,,,,,04/07/2002,,,,,889251,,,4,4,,,,,,0,0,0,,,0,2,,2,0,,690,,,,,1,2,,2,1,2,,2,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
691,2002,90,Payerne BF,90,,,,,,,07/04/2002,,,,890820,885869,,,5,5,,,,,,0,0,0,,,3,1,1,1,1,1,691,694,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
692,2002,91,Payerne Chomiau,91B,,,,,,,24/03/2002,,,,877954,889503,,,6,6,,,,,,0,0,0,,,4,1,1,1,1,1,668,692,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,6,6,6,2,2,2,0,6,6,6,2,2,2,0,6,6,6,5,3,5,0
693,2002,92,Payerne Gare,92A,,,,,,,18/04/2002,,,,889359,889550,,,6,6,,,,,,0,0,0,,,5,1,1,1,1,1,641,693,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,5,5,5,5,4,5,1,5,5,5,5,4,5,1,5,5,5,5,2,5,1
694,2002,93,Payerne Vuary,93,,,,,,,01/04/2002,,,,,887435,,,5,5,,,,,,0,0,0,,,5,1,,1,1,1,691,694,,,,1,1,,1,1,1,,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,5,1,5,0,5,5,5,5,1,5,0,5,5,5,5,1,5,0
695,2002,95,Portalban,95B,,,,,,,01/01/2002,,,,,,,,,2,,,,,,,,,,,0,1,,,0,,,,,,,1,1,,,1,1,,,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,2002,96,Prevondavaux,96A,,,,,,,27/04/2002,,,,877004,889270,,,6,6,,,,,,,,,,,6,1,1,1,1,1,632,696,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,6,6,6,6,1,6,1,6,6,6,6,1,6,1,6,6,6,6,1,6,1
697,2002,99,Rueyres Palud,99B,,,,,,,06/04/2002,,,,889508,889509,,,5,5,,,,,,0,0,0,,,5,1,1,1,1,1,652,697,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,0,5,0
698,2002,100,Rueyres Sansonnens,100A,,,,,,,18/04/2002,,,,889010,877945,,,5,5,,,,,,0,0,0,,,5,1,1,1,1,1,674,698,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,0,5,0
699,2002,102,Russy,102,,,,,,,01/01/2002,,,,,,,,,1,,,,,,,,,,,0,1,,,0,,,,,,,1,1,,,1,1,,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2002,103,Salavaux GrandJean,103B,,,,,,,22/04/2002,,,,877942,889179,,,6,6,,,,,,,,,,,0,1,1,1,1,1,645,700,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,4,4,4,2,1,2,0,4,4,4,2,1,2,0,4,4,4,0,0,0,0
701,2002,103,Salavaux GrandJean,103B,,,,,,,12/06/2002,,,,877942,889179,,,7,7,,,,,,0,0,0,,,6,2,3,3,1,1,701,706,,,,2,2,2,2,2,2,2,2,7,7,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,6,7,7,7,6,1,6,0,7,7,7,6,1,6,0,7,7,7,6,1,6,0
702,2002,106,Sassel,106A,,,,,,,17/04/2002,,,,889038,889527,,,6,6,,,,,,0,0,0,,,6,1,1,1,1,1,680,702,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,6,6,6,6,1,6,0,6,6,6,6,1,6,0,6,6,6,6,1,6,0
703,2002,105,Sauge,105A,,,,,,,16/04/2002,,,,889529,889253,,,8,8,,,,,,1,1,0,,,0,1,1,1,1,1,686,703,,,,1,1,1,1,1,1,1,1,8,7,1,0,1,0,0,0,7,8,7,1,0,1,0,0,0,7,5,5,5,2,0,2,0,5,5,5,2,0,2,0,5,5,5,0,0,0,0
704,2002,107,Seiry,107,,,,,,,05/04/2002,,,,877724,889507,,,6,6,,,,,,2,2,0,,,4,1,1,1,1,1,688,704,,,,1,1,1,1,1,1,1,1,6,4,2,0,2,0,0,0,5,6,4,2,0,2,0,0,0,5,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
705,2002,109,StAubin Geigy,109,,,,,,,01/01/2002,,,,,,,,,4,,,,,,,,,,,0,1,,,0,,,,,,,1,1,,,1,1,,,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,2002,115,Treize-Cantons,115B,,,,,,,14/06/2002,,,,889692,889693,,,4,4,,,,,,0,0,0,,,4,1,1,1,1,1,701,706,,,,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
707,2002,116,Trey,116,,,,,,,08/04/2002,,,,889017,889035,,,6,6,,,,,,0,0,0,,,6,1,1,1,1,1,707,711,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,6,6,6,6,0,6,0,6,6,6,6,0,6,0,6,6,6,6,0,6,0
708,2002,118,Vers-Chez-Perrin,118B,,,,,,,28/04/2002,,,,889182,889296,,,9,9,,,,,,0,0,0,,,5,1,1,1,1,1,677,708,,,,1,1,1,1,1,1,1,1,9,9,0,0,0,0,0,0,8,9,9,0,0,0,0,0,0,8,6,6,6,5,2,5,1,6,6,6,5,2,5,1,6,6,6,5,2,5,0
709,2002,119,Vesin,119A,,,,,,,08/04/2002,,,,877761,889513,,,6,6,,,,,,0,0,0,,,6,1,1,1,1,1,669,709,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,6,6,6,6,2,6,1,6,6,6,6,2,6,1,6,6,6,6,2,6,1
710,2002,121,Villarzel,121A,,,,,,,30/04/2002,,,,889198,889303,,,7,7,,,,,,1,1,0,,,3,1,4,1,1,1,710,714,,,,1,1,1,1,1,1,1,1,7,6,1,0,1,0,0,0,6,7,6,1,0,1,0,0,0,6,6,6,6,4,0,4,0,6,6,6,4,0,4,0,6,6,6,4,0,4,0
711,2002,122,Villeneuve LaVillaire,122A,,,,,,,07/04/2002,,,,877882,877566,,,7,7,,,,,,0,0,0,,,5,1,1,1,1,1,707,711,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,6,6,6,6,5,0,5,0,6,6,6,5,0,5,0,6,6,6,5,0,5,0
712,2002,125,Wallenried Bolet,125,,,,,,,01/01/2002,,,,,,,,5,5,,,,,,,,,,,,1,,,0,,,,,,,1,1,,,1,1,,,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,2002,126,Wallenried F,126,,,,,,,23/03/2002,,,,877674,889178,,,5,5,,,,,,0,0,0,,,2,1,1,1,1,1,636,713,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,4,5,5,5,5,1,5,0,5,5,5,5,1,5,0,5,5,5,3,1,3,0
